STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,geometry
17,31,390300,2617,41.81208,-87.604016,POINT (655060.2460719444 242958.1584961906)
17,31,390400,2871,41.806055,-87.604074,POINT (655118.6894680385 242248.7700995713)
17,31,390500,1666,41.806661,-87.599086,POINT (655500.5388920183 242354.56069924816)
17,31,390600,1994,41.805581,-87.594277,POINT (655886.0868089951 242260.73591487962)
17,31,390700,6532,41.805082,-87.587035,POINT (656454.9104131263 242252.14442217664)
17,31,400300,1504,41.796511,-87.620801,POINT (653916.4455964986 241010.19487420705)
17,31,400400,1995,41.79098,-87.617867,POINT (654202.5189730906 240379.57780564536)
17,31,400500,2372,41.790757,-87.622804,POINT (653820.5284202718 240319.27620640222)
17,31,400800,3178,41.78269,-87.62055,POINT (654080.1175663809 239385.54305951152)
17,31,410100,2272,41.801301,-87.587216,POINT (656480.4118836693 241805.9730928068)
17,31,410200,1165,41.801674,-87.593942,POINT (655953.0320629142 241803.3060718988)
17,31,410500,2922,41.798209,-87.604029,POINT (655204.1765097975 241325.81229311306)
17,31,410600,2371,41.798304,-87.598879,POINT (655604.0262135621 241372.59649042203)
17,31,410700,2399,41.798592,-87.594168,POINT (655967.6850986806 241439.07536051876)
17,31,410800,2993,41.797478,-87.590069,POINT (656298.3800051619 241336.3590198602)
17,31,410900,3670,41.797229,-87.583997,POINT (656773.5927348611 241349.11089620864)
17,31,411000,3902,41.793553,-87.583799,POINT (656827.5074429119 240917.92360199173)
17,31,411100,2379,41.791167,-87.590312,POINT (656345.5189136525 240592.05016015892)
17,31,411200,1713,41.792617,-87.593652,POINT (656070.3578088369 240739.5543901513)
17,31,420100,1642,41.783392,-87.588648,POINT (656556.4379048154 239688.67921781386)
17,31,420200,1781,41.782632,-87.593816,POINT (656162.0537067065 239563.46742510237)
17,31,420300,2818,41.783697,-87.598656,POINT (655774.1119372842 239655.29694937626)
17,31,420400,1544,41.783048,-87.603814,POINT (655379.3351222278 239543.25773139283)
17,31,420500,2053,41.783022,-87.608301,POINT (655030.2813951006 239509.18617866788)
17,31,420600,2524,41.783047,-87.613525,POINT (654623.3157032344 239476.04297795866)
17,31,420700,3021,41.776375,-87.610787,POINT (654906.1383844977 238709.83854874596)
17,31,420800,2457,41.776608,-87.603246,POINT (655490.8540555619 238789.37560786173)
17,31,421200,1405,41.770873,-87.609016,POINT (655101.4876272517 238074.6409125173)
17,31,430101,4091,41.770007,-87.573771,POINT (657854.9839622929 238216.8089932642)
17,31,430102,3104,41.768205,-87.568919,POINT (658251.6994692666 238038.4519064337)
17,31,430200,5086,41.770226,-87.581853,POINT (657223.3695475473 238186.52039923062)
17,31,430300,2558,41.769999,-87.589251,POINT (656649.6843742119 238108.542717468)
17,31,430400,3031,41.76237,-87.590042,POINT (656667.9392438972 237205.3608445369)
17,31,430500,4098,41.764407,-87.580548,POINT (657385.9584456311 237510.8534124717)
17,31,430600,1670,41.764075,-87.571411,POINT (658100.9728403495 237535.18297989687)
17,31,430700,2175,41.764749,-87.563371,POINT (658719.9988683251 237670.33129371004)
17,31,430800,1862,41.760746,-87.57117,POINT (658154.661004315 237145.1410301462)
17,31,430900,1797,41.760828,-87.579994,POINT (657466.6044890172 237093.55984742957)
17,31,431200,2898,41.755269,-87.571465,POINT (658189.1375810792 236498.62972456493)
17,31,431301,3590,41.753593,-87.56197,POINT (658946.2494719621 236367.3826498877)
17,31,431302,4351,41.758131,-87.563383,POINT (658788.5499120328 236891.53072551612)
17,31,431400,6716,41.759129,-87.556144,POINT (659341.8378950239 237059.28873601038)
17,31,440101,4171,41.748584,-87.601684,POINT (655905.37725664 235502.5691076865)
17,31,440102,3633,41.742674,-87.602049,POINT (655938.7131659951 234804.61571350053)
17,31,440201,5054,41.748257,-87.610117,POINT (655251.8987279558 235405.77267040333)
17,31,440202,3525,41.741777,-87.60952,POINT (655366.0675971122 234647.39446065476)
17,31,440300,4677,41.74471,-87.619961,POINT (654522.0769493437 234920.38873232884)
17,31,440600,1996,41.732799,-87.619096,POINT (654713.6954489669 233524.78061281005)
17,31,440700,1497,41.734701,-87.609698,POINT (655426.0871123387 233813.53066761314)
17,31,440800,1620,41.731676,-87.603522,POINT (655938.8862124584 233500.29763983478)
17,31,440900,2462,41.72922,-87.608548,POINT (655572.9263819533 233176.53573879343)
17,31,450300,3252,41.741376,-87.580637,POINT (657620.3465646788 234800.2277616101)
17,31,460100,2840,41.748427,-87.549916,POINT (659939.4092795766 235843.375809735)
17,31,460200,1948,41.741639,-87.546723,POINT (660259.5269148927 235066.90776991044)
17,31,460301,2987,41.740069,-87.55637,POINT (659524.5217553466 234815.0230291082)
17,31,460302,3282,41.74736,-87.557636,POINT (659349.294319605 235664.1091516345)
17,31,460400,3411,41.744934,-87.563495,POINT (658918.3861906226 235337.91592654184)
17,31,460500,5400,41.747078,-87.572375,POINT (658204.1717177548 235528.50293511662)
17,31,460800,3639,41.73577,-87.552488,POINT (659872.1332864279 234336.20044300493)
17,31,461000,1460,41.728697,-87.548307,POINT (660272.2577805448 233533.08134041805)
17,31,470100,2527,41.727899,-87.59698,POINT (656488.1115197578 233101.14891770974)
17,31,480100,2001,41.735211,-87.575362,POINT (658095.9185372517 234111.4194598346)
17,31,480200,1103,41.734903,-87.589417,POINT (657004.1117773153 233977.68874131018)
17,31,480300,1348,41.730198,-87.588245,POINT (657144.6777436181 233432.18730609844)
17,31,480400,5650,41.728977,-87.574922,POINT (658195.5621701025 233380.94557288015)
17,31,480500,2986,41.727999,-87.560816,POINT (659304.9317432097 233363.89113647802)
17,31,490200,3040,41.724961,-87.616242,POINT (655017.8466407396 232622.19636328574)
17,31,490500,1995,41.717897,-87.616351,POINT (655083.0548433597 231790.22517367138)
17,31,490600,1443,41.718415,-87.629585,POINT (654046.2690462325 231759.8003834119)
17,31,490700,2656,41.711004,-87.628225,POINT (654229.4731219212 230897.1286441715)
17,31,490800,3502,41.710282,-87.615373,POINT (655238.7344515482 230900.93455510115)
17,31,490901,3403,41.696688,-87.615774,POINT (655349.3199161259 229298.58053592246)
17,31,490902,4647,41.703185,-87.615856,POINT (655275.1377174184 230062.50281647686)
17,31,491000,3807,41.69937,-87.627879,POINT (654377.6570993522 229530.5470153263)
17,31,491100,4079,41.69915,-87.637857,POINT (653602.0759959652 229435.8242224866)
17,31,491200,2019,41.688827,-87.637242,POINT (653757.4562241096 228225.35767675715)
17,31,491300,2023,41.689184,-87.627911,POINT (654481.2899538672 228331.75024139008)
17,31,491400,2593,41.688908,-87.616304,POINT (655389.1722779078 228379.46308165818)
17,31,500100,3545,41.715134,-87.59884,POINT (656476.6400078367 231586.24181425179)
17,31,500200,1688,41.702714,-87.604723,POINT (656147.9003020539 230084.08700110376)
17,31,500300,1587,41.688842,-87.607559,POINT (656071.7094685214 228432.1869424304)
17,31,510100,3231,41.717404,-87.552593,POINT (660057.0283021437 232174.4724075896)
17,31,510200,2922,41.715593,-87.56126,POINT (659400.6223375184 231901.06938729723)
17,31,510300,4850,41.716618,-87.570575,POINT (658663.9189107466 231956.9175896707)
17,31,520100,1745,41.715738,-87.533997,POINT (661523.7601021825 232108.07148429862)
17,31,520200,3338,41.714685,-87.537586,POINT (661255.1545802882 231959.13559075887)
17,31,520300,5675,41.701735,-87.539235,POINT (661262.9956530975 230423.93553883999)
17,31,520400,4055,41.703153,-87.531065,POINT (661884.8901062714 230647.79254944084)
17,31,520500,4420,41.693282,-87.530883,POINT (662003.1109161493 229487.6562209664)
17,31,520600,2530,41.69142,-87.538506,POINT (661428.4366556411 229215.36588045786)
17,31,530100,2197,41.681674,-87.61794,POINT (655337.0725656317 227516.94915153258)
17,31,530200,4128,41.681544,-87.632149,POINT (654230.4090731384 227403.50944617254)
17,31,530300,3964,41.681694,-87.653307,POINT (652578.9203151809 227275.32739168027)
17,31,530400,2059,41.672265,-87.653304,POINT (652677.0963980185 226165.83295913122)
17,31,530501,4514,41.674207,-87.63149,POINT (654358.2088445711 226544.72622864592)
17,31,530502,1570,41.667101,-87.626238,POINT (654841.8605505637 225744.84787616486)
17,31,530503,4898,41.663669,-87.637537,POINT (653996.2711900973 225263.01388297882)
17,31,530600,2774,41.672003,-87.618991,POINT (655355.9838894256 226371.72930508573)
17,31,540101,4324,41.654301,-87.606878,POINT (656485.5849053572 224372.63329886546)
17,31,540102,2938,41.657054,-87.606293,POINT (656502.465683766 224700.61300181906)
17,31,550100,7019,41.65673,-87.540836,POINT (661611.9644960369 225117.55952010545)
17,31,550200,2969,41.660045,-87.554305,POINT (660526.4708543369 225413.6694162355)
17,31,560100,1477,41.810924,-87.741565,POINT (644367.852478545 241879.40991797746)
17,31,560200,1710,41.810202,-87.748563,POINT (643830.6256764263 241746.8907589821)
17,31,560300,3253,41.804023,-87.748048,POINT (643934.1692860784 241023.18265570715)
17,31,560400,1630,41.803794,-87.740703,POINT (644508.2339311024 241046.14603216507)
17,31,560700,3635,41.796523,-87.757088,POINT (643307.4645342213 240079.13260741386)
17,31,560800,5682,41.796514,-87.772576,POINT (642101.8548815026 239973.06976659817)
17,31,560900,5112,41.795806,-87.791181,POINT (640660.7131656932 239763.86710722823)
17,31,561000,5308,41.788399,-87.791259,POINT (640730.3165359973 238891.58388220862)
17,31,561100,5581,41.788887,-87.77192,POINT (642231.0297136139 239079.88016929422)
17,31,570100,1316,41.809481,-87.721138,POINT (645972.4973875539 241848.60541500145)
17,31,570200,2096,41.811411,-87.726607,POINT (645526.9800369412 242038.48856444587)
17,31,570300,6376,41.804402,-87.729368,POINT (645384.2500722256 241194.8161581447)
17,31,570400,1769,41.806106,-87.719922,POINT (646101.9173489833 241459.69877519083)
17,31,570500,2639,41.798502,-87.732669,POINT (645188.0243038088 240477.9893335438)
17,31,580100,3228,41.826632,-87.690844,POINT (648152.8250752265 244073.8152882807)
17,31,580200,3466,41.825208,-87.699075,POINT (647527.1233514498 243849.98189976564)
17,31,580300,2577,41.823821,-87.709094,POINT (646761.8823084469 243618.3562064026)
17,31,580400,4546,41.811704,-87.708219,POINT (646955.0133999825 242198.32143916938)
17,31,580501,5170,41.819994,-87.69986,POINT (647519.9075725686 243231.00692207014)
17,31,580502,5345,41.81445,-87.698808,POINT (647659.0464879685 242585.7461365954)
17,31,580600,5405,41.81683,-87.691977,POINT (648166.0269406138 242912.52307147023)
17,31,580700,5621,41.817214,-87.687355,POINT (648521.7236968555 242989.32441801915)
17,31,580800,2058,41.810344,-87.687186,POINT (648605.9524190066 242181.99336084712)
17,31,590500,1854,41.828633,-87.67956,POINT (649010.0480593047 244386.50323774785)
17,31,590600,3477,41.826802,-87.672967,POINT (649541.9679236701 244216.18022756008)
17,31,590700,3027,41.826794,-87.668083,POINT (649922.0412813198 244248.7127493761)
17,31,600400,4297,41.841926,-87.643839,POINT (651650.9011652117 246195.90545074)
17,31,600600,2988,41.841291,-87.654579,POINT (650822.1095437976 246047.3974238397)
17,31,600700,2591,41.840167,-87.659441,POINT (650455.5909389006 245881.75288549202)
17,31,600900,3682,41.836565,-87.653448,POINT (650959.1775246328 245498.99879298132)
17,31,610300,5410,41.813327,-87.671009,POINT (649833.9915727294 242643.82752353523)
17,31,610400,2029,41.8107,-87.667586,POINT (650127.6117035581 242358.1473777972)
17,31,610800,1512,41.812974,-87.639211,POINT (652312.1445421166 242820.67354478716)
17,31,611200,2680,41.805421,-87.662378,POINT (650587.6918370255 241772.63881740824)
17,31,611300,3668,41.805107,-87.66759,POINT (650185.3020710076 241699.9290535908)
17,31,611400,3737,41.805358,-87.67226,POINT (649819.2344572607 241697.44646734803)
17,31,611500,3587,41.804877,-87.677604,POINT (649408.2928414722 241604.22145073971)
17,31,611600,1921,41.797587,-87.676762,POINT (649549.3433218729 240752.08988118084)
17,31,611700,2180,41.79757,-87.671931,POINT (649925.5629009203 240783.2003103451)
17,31,611800,2205,41.797764,-87.667352,POINT (650279.9773177493 240837.43185245912)
17,31,611900,1984,41.797536,-87.661371,POINT (650747.8968596538 240851.64272174667)
17,31,612000,1448,41.797461,-87.652671,POINT (651425.8706670068 240902.56921832883)
17,31,612100,1168,41.797865,-87.647862,POINT (651795.9944257337 240983.16663614524)
17,31,612200,3939,41.804895,-87.655916,POINT (651096.0841856309 241755.10403966348)
17,31,620100,4567,41.797405,-87.717802,POINT (646356.6119895304 240450.16144854727)
17,31,620200,2390,41.794753,-87.730705,POINT (645379.4919155821 240050.14794874293)
17,31,620300,6410,41.789578,-87.73081,POINT (645424.5781573991 239440.4028400188)
17,31,620400,5027,41.789745,-87.717992,POINT (646420.7791615317 239547.39343045218)
17,31,630300,5385,41.79729,-87.70728,POINT (647176.8591319494 240508.41424297207)
17,31,630400,7204,41.79731,-87.698883,POINT (647830.2925985523 240568.12194341217)
17,31,630500,6271,41.797639,-87.689272,POINT (648575.0235382108 240672.55664482922)
17,31,630600,3250,41.80181,-87.686532,POINT (648745.1500345961 241182.1602768122)
17,31,630800,6641,41.789974,-87.698503,POINT (647935.6675918866 239707.39195258758)
17,31,630900,5204,41.789528,-87.707978,POINT (647202.6303416461 239590.18132699886)
17,31,640100,1312,41.780908,-87.739961,POINT (644801.2675316015 238357.78295146543)
17,31,640300,6710,41.781308,-87.770719,POINT (642402.1624116232 238196.038187803)
17,31,640400,3390,41.781108,-87.786835,POINT (641149.2963422755 238063.39655841413)
17,31,640500,3896,41.775649,-87.790471,POINT (640921.9454232203 237396.32725787305)
17,31,640600,4063,41.776028,-87.77173,POINT (642377.5112396135 237567.78163133925)
17,31,640700,3298,41.776312,-87.752294,POINT (643888.1302449133 237733.06295855166)
17,31,640800,1799,41.774869,-87.739708,POINT (644883.0525122933 237648.79203004405)
17,31,650100,4765,41.782487,-87.71788,POINT (646504.3129628274 238693.99801112094)
17,31,650200,7251,41.782208,-87.730089,POINT (645556.5677141042 238577.96234164998)
17,31,650301,5829,41.775029,-87.729441,POINT (645680.9194119056 237737.50789483663)
17,31,650302,4522,41.775045,-87.717537,POINT (646607.7332683153 237820.5280420068)
17,31,650400,6894,41.766018,-87.717321,POINT (646717.6076590284 236759.66731140818)
17,31,650500,4401,41.766539,-87.728754,POINT (645821.8153939409 236743.03888929615)
17,31,660301,1850,41.780045,-87.698592,POINT (648031.3231068015 238538.3089607375)
17,31,660302,5549,41.783356,-87.6985,POINT (648004.2776842183 238928.58555672242)
17,31,660400,5692,41.782684,-87.70817,POINT (647258.3121088039 238783.4403009443)
17,31,660500,5013,41.775124,-87.707785,POINT (647366.3101344279 237896.38099713603)
17,31,660600,6404,41.777205,-87.693846,POINT (648430.2198358631 238236.54416394813)
17,31,660700,2076,41.773158,-87.681122,POINT (649462.8858682802 237847.39100450798)
17,31,660800,6114,41.773551,-87.693443,POINT (648499.37544289 237809.29149093942)
17,31,660900,4446,41.76795,-87.687449,POINT (649024.0774508045 237191.179711973)
17,31,661000,5756,41.762158,-87.686048,POINT (649193.1147706975 236519.16805287419)
17,31,661100,6633,41.761869,-87.7027,POINT (647899.1567444359 236371.2369926402)
17,31,670100,1349,41.791202,-87.657356,POINT (651126.1850594749 240133.83064703638)
17,31,670200,1325,41.79081,-87.661712,POINT (650791.1536822999 240057.7888756246)
17,31,670300,1287,41.790866,-87.66711,POINT (650370.3529205866 240027.33376884504)
17,31,670400,1585,41.790814,-87.671658,POINT (650016.8408482714 239990.0211464007)
17,31,670500,1148,41.789254,-87.675966,POINT (649697.632998738 239776.90743798052)
17,31,670600,1339,41.783468,-87.671485,POINT (650106.453070719 239126.72859897718)
17,31,670700,1252,41.783249,-87.666965,POINT (650460.6371159131 239131.9622411645)
17,31,670800,1477,41.782924,-87.66173,POINT (650871.5897973258 239129.64777145287)
17,31,670900,1172,41.783617,-87.657174,POINT (651219.1097379935 239242.48811305096)
17,31,671100,994,41.776534,-87.661293,POINT (650971.9290146532 238380.6820685319)
17,31,671200,980,41.776178,-87.666732,POINT (650552.11322571 238301.45152694875)
17,31,671300,2048,41.773614,-87.67136,POINT (650218.3272830476 237967.9710144196)
17,31,671400,1558,41.773837,-87.675761,POINT (649873.3139470966 237964.0353809235)
17,31,671500,2716,41.768143,-87.669829,POINT (650394.2649881615 237334.65169190353)
17,31,671600,1804,41.769784,-87.661292,POINT (651042.0584569866 237586.3615418408)
17,31,671800,1142,41.76193,-87.656516,POINT (651495.5352665862 236694.93468930642)
17,31,671900,1122,41.762429,-87.661088,POINT (651134.2764152378 236722.2436260143)
17,31,672000,3397,41.762148,-87.670797,POINT (650381.0262551105 236622.52750090742)
17,31,680500,1307,41.791143,-87.652238,POINT (651525.214710846 240162.051421444)
17,31,680600,1165,41.783477,-87.652176,POINT (651609.6864070322 239260.3571936345)
17,31,680900,3573,41.775979,-87.637272,POINT (652848.0758964719 238480.55845130212)
17,31,681000,2573,41.775909,-87.649375,POINT (651906.4126065394 238389.0317843262)
17,31,681100,2873,41.768775,-87.649112,POINT (652001.0355963181 237551.3345195865)
17,31,681200,2353,41.768762,-87.638715,POINT (652810.8187046198 237621.35700515815)
17,31,681300,2182,41.76127,-87.640718,POINT (652732.7822608692 236725.94195771008)
17,31,681400,2474,41.761817,-87.649258,POINT (652061.9798626436 236731.5388735281)
17,31,690300,2302,41.768386,-87.629208,POINT (653555.0697497643 237642.61647924254)
17,31,690400,3363,41.769085,-87.620015,POINT (654263.659743416 237788.28259318735)
17,31,690500,992,41.76745,-87.61322,POINT (654809.8577118592 237642.80341608042)
17,31,690900,4250,41.762118,-87.610817,POINT (655052.6547920259 237031.9770222054)
17,31,691000,2668,41.761988,-87.619665,POINT (654364.9337593884 236955.5726475769)
17,31,691100,2980,41.761544,-87.630671,POINT (653512.4080955404 236827.40429795682)
17,31,691200,2277,41.755204,-87.633861,POINT (653329.9785052714 236059.36380425576)
17,31,691300,2374,41.754909,-87.619335,POINT (654464.4681116595 236124.8468554415)
17,31,691400,3411,41.754769,-87.610072,POINT (655187.4092765966 236172.3573464612)
17,31,691500,1806,41.754438,-87.60193,POINT (655825.0315697127 236189.70793118092)
17,31,700100,3326,41.752946,-87.704847,POINT (647824.054943143 235306.49056371153)
17,31,700200,6554,41.7522,-87.723983,POINT (646341.0833717 235088.07981099118)
17,31,700301,5762,41.745525,-87.730576,POINT (645896.1880342157 234257.60562303328)
17,31,700302,5662,41.73821,-87.731694,POINT (645884.3609321679 233389.13299244584)
17,31,700401,5822,41.74552,-87.712047,POINT (647339.7908579195 234383.40271048757)
17,31,700402,4082,41.738611,-87.712568,POINT (647370.4618954452 233566.78313231506)
17,31,700501,6912,41.746564,-87.691335,POINT (648942.5898717148 234647.86977326308)
17,31,700502,2978,41.738754,-87.694142,POINT (648804.644775933 233709.580001964)
17,31,710100,1015,41.753609,-87.642081,POINT (652706.3165237018 235815.05010615184)
17,31,710200,4635,41.754923,-87.65095,POINT (652001.8369013963 235908.64362269506)
17,31,710300,1424,41.752945,-87.661056,POINT (651235.195596569 235606.41438217423)
17,31,710400,5424,41.753549,-87.670131,POINT (650522.0419473686 235615.1833824384)
17,31,710500,4036,41.747652,-87.668272,POINT (650727.9940290841 234933.9982601404)
17,31,710600,1706,41.747835,-87.66084,POINT (651305.0545193438 235006.57128496285)
17,31,710700,3420,41.74655,-87.657024,POINT (651615.6644102208 234881.58121730603)
17,31,710800,4804,41.748021,-87.648855,POINT (652236.7529021316 235110.85958530958)
17,31,710900,1942,41.7419,-87.640144,POINT (652979.0147148576 234450.54270229294)
17,31,711000,3058,41.739983,-87.648856,POINT (652320.2161114606 234164.9830490757)
17,31,711100,2499,41.739312,-87.657777,POINT (651632.1506599144 234024.66918330896)
17,31,711200,4687,41.740772,-87.66904,POINT (650739.4992165673 234119.1091109341)
17,31,711300,1462,41.733399,-87.667194,POINT (650959.7820179332 233264.1550611359)
17,31,711400,2394,41.73408,-87.653969,POINT (651983.1785917141 233435.17619390736)
17,31,711500,2372,41.732274,-87.639095,POINT (653160.9002302714 233325.04651835095)
17,31,720100,3344,41.726074,-87.675047,POINT (650423.7752260272 232348.2745160955)
17,31,720200,4131,41.713106,-87.665594,POINT (651294.9384398323 230887.1614831959)
17,31,720300,3637,41.714279,-87.676884,POINT (650402.7970093102 230947.6818746225)
17,31,720400,1961,41.710236,-87.68721,POINT (649639.7778310793 230401.1132799877)
17,31,720500,2086,41.702807,-87.686621,POINT (649762.5514123333 229530.93289965705)
17,31,720600,1691,41.702741,-87.677232,POINT (650495.1813611363 229587.55600049297)
17,31,720700,3073,41.702778,-87.665915,POINT (651377.0391348143 229669.61820845513)
17,31,730100,2462,41.725363,-87.639038,POINT (653237.2530352112 232512.20382074805)
17,31,730201,5627,41.726924,-87.658251,POINT (651723.8274680392 232563.65291472903)
17,31,730202,2893,41.726463,-87.649019,POINT (652448.0302748211 232572.9087371232)
17,31,730300,1046,41.728335,-87.664779,POINT (651200.486770715 232684.831549477)
17,31,730400,3386,41.71784,-87.652676,POINT (652252.633125277 231533.04529802495)
17,31,730500,4220,41.714645,-87.638338,POINT (653403.3351562644 231255.81997441163)
17,31,730600,3254,41.710329,-87.649556,POINT (652573.8523927183 230670.6762648517)
17,31,730700,2281,41.703368,-87.648577,POINT (652722.5100245302 229858.3003316842)
17,31,740100,3234,41.697092,-87.698588,POINT (648888.6636529525 228776.44389911176)
17,31,740200,5830,41.703144,-87.711698,POINT (647804.0948079991 229398.96825375734)
17,31,740300,4869,41.69513,-87.711299,POINT (647917.8689357762 228458.6200808415)
17,31,740400,4695,41.686787,-87.71048,POINT (648067.7960453131 227482.43257083575)
17,31,750100,3736,41.695716,-87.651439,POINT (652578.9059030398 228938.17241925996)
17,31,750200,3024,41.695444,-87.671548,POINT (651013.9233139143 228767.90436241738)
17,31,750300,2470,41.695366,-87.686059,POINT (649883.3545291816 228659.16048109395)
17,31,750400,2909,41.685408,-87.685025,POINT (650067.0185582603 227494.44251214343)
17,31,750500,5618,41.685956,-87.673058,POINT (650994.5173617813 227641.04814638765)
17,31,750600,3420,41.688241,-87.652009,POINT (652612.1241728438 228054.65485135737)
17,31,760801,4403,41.978985,-87.842371,POINT (634815.490531987 260980.13966217716)
17,31,760802,2374,41.962561,-87.840676,POINT (635113.8764867327 259058.21423369172)
17,31,760803,6394,41.974741,-87.84224,POINT (634868.7553859283 260481.45126727273)
17,31,770201,5894,41.997308,-88.01893,POINT (620926.7067958558 261967.75904373755)
17,31,770202,5060,42.006206,-88.006429,POINT (621808.437530505 263097.2652597947)
17,31,770300,7234,42.004902,-87.987531,POINT (623287.9942155766 263067.85051625036)
17,31,770400,4375,42.020353,-87.979864,POINT (623728.7254819013 264937.29696193227)
17,31,770500,4632,42.012765,-87.935729,POINT (627229.0320567633 264335.19516120024)
17,31,770601,3272,42.029203,-87.905345,POINT (629420.890805137 266471.6956012617)
17,31,770602,4762,42.014413,-87.89848,POINT (630102.5530628348 264776.2197193524)
17,31,770700,2537,41.992042,-87.871184,POINT (632446.6913932407 262324.5349716687)
17,31,770800,5661,41.963225,-87.867163,POINT (633050.50092015 258959.21047693468)
17,31,770901,5245,41.970137,-87.816897,POINT (636883.0493274846 260109.50893337693)
17,31,770902,3732,41.970374,-87.838126,POINT (635232.4986522667 259994.96872336202)
17,31,800100,2395,42.134166,-87.752233,POINT (640219.0993525445 279852.8272118964)
17,31,800200,6466,42.132029,-87.764009,POINT (639329.2192286011 279521.80485440604)
17,31,800300,3613,42.114916,-87.750506,POINT (640550.4981810555 277598.5754919104)
17,31,800400,3936,42.105095,-87.727905,POINT (642402.0819600046 276595.50104889093)
17,31,800500,5133,42.101041,-87.738961,POINT (641587.3496752741 276043.44418183214)
17,31,800600,2429,42.088422,-87.715877,POINT (643505.7192122615 274714.57930183026)
17,31,800700,5257,42.083485,-87.737137,POINT (641909.2248199608 273989.332650601)
17,31,800800,2426,42.093782,-87.76128,POINT (639932.7795282523 275038.1416319865)
17,31,800900,4505,42.073736,-87.752746,POINT (640799.7718112044 272736.20859832404)
17,31,801000,5337,42.07297,-87.733359,POINT (642310.1805175327 272777.2481362824)
17,31,801100,4871,42.074857,-87.715117,POINT (643704.4998426974 273123.088972256)
17,31,801200,3651,42.08242,-87.700496,POINT (644759.4619552683 274112.63527970033)
17,31,801300,4430,42.07411,-87.698044,POINT (645035.3384346652 273151.2146950684)
17,31,801400,2922,42.070905,-87.76547,POINT (639842.643717959 272317.0330065022)
17,31,801500,6572,42.139076,-87.815632,POINT (635260.1138141078 280004.2999206985)
17,31,801601,4734,42.144735,-87.868539,POINT (631106.3654102122 280317.1034006637)
17,31,801603,4138,42.089344,-87.872725,POINT (631342.6864072977 273768.4682179375)
17,31,801605,5883,42.131611,-87.86463,POINT (631541.9231678523 278798.13674027176)
17,31,801606,6716,42.116869,-87.864067,POINT (631734.8305473767 277066.42788489314)
17,31,801607,5225,42.093494,-87.858753,POINT (632383.3328729501 274350.13569728483)
17,31,801608,7057,42.105078,-87.836201,POINT (634013.0418815436 275864.42545754847)
17,31,801701,3846,42.12613,-87.842655,POINT (633299.275485673 278299.5058663151)
17,31,801702,4756,42.126328,-87.83074,POINT (634219.9992456217 278402.46985411)
17,31,801800,5972,42.113057,-87.787134,POINT (637732.575537136 277132.80089500087)
17,31,801901,5016,42.093613,-87.80143,POINT (636823.6989682767 274747.8767582799)
17,31,801902,3420,42.086149,-87.786639,POINT (638046.0289774467 273968.7255772325)
17,31,802002,5130,42.073722,-87.833347,POINT (634552.9090904257 272192.3871818845)
17,31,802003,2679,42.079982,-87.845178,POINT (633572.357192337 272850.16216555255)
17,31,802004,5871,42.068921,-87.855419,POINT (632890.8070771821 271479.6784900039)
17,31,802100,3734,42.071736,-87.811216,POINT (636288.4696220862 272106.9463807534)
17,31,802200,4848,42.07282,-87.794519,POINT (637571.5565489606 272346.72995536966)
17,31,802300,5968,42.087489,-87.82373,POINT (635158.1808168907 273877.38461183093)
17,31,802402,5543,42.144416,-87.914711,POINT (627534.7511800312 279973.03629547724)
17,31,802403,1531,42.142287,-87.952731,POINT (624612.2890715832 279471.2945985458)
17,31,802404,7558,42.148458,-87.943566,POINT (625260.0525368741 280258.23829723423)
17,31,802503,6412,42.13073,-87.95457,POINT (624585.6456766246 278098.5452929971)
17,31,802504,6442,42.133957,-87.93852,POINT (625796.2576362756 278584.3130109016)
17,31,802505,6723,42.123437,-87.904518,POINT (628535.3778715024 277570.7583045599)
17,31,802506,2285,42.135357,-87.909519,POINT (628027.9870324257 278940.91986115667)
17,31,802605,7125,42.097269,-87.912813,POINT (628156.3639199005 274435.12104093865)
17,31,802607,1536,42.098087,-87.931843,POINT (626673.6049883403 274405.4736024473)
17,31,802608,6730,42.10087,-87.951204,POINT (625145.522889407 274605.2820622667)
17,31,802609,6290,42.104754,-87.898797,POINT (629166.8943700127 275409.2421896114)
17,31,802610,1757,42.099138,-87.897001,POINT (629362.6875139682 274760.02329755994)
17,31,802701,6682,42.084741,-87.916913,POINT (627964.7383357655 272933.09103631624)
17,31,802702,4710,42.072695,-87.910652,POINT (628571.2711254657 271556.4721931561)
17,31,802801,5041,42.082984,-87.959992,POINT (624643.6210066674 272441.6345729989)
17,31,802802,6991,42.072763,-87.939748,POINT (626315.186157521 271371.9001828432)
17,31,802900,6055,42.096821,-87.971761,POINT (623593.1627944944 273993.19535628194)
17,31,803005,2614,42.130529,-87.988441,POINT (621964.4413660981 277852.1884535667)
17,31,803007,5153,42.132124,-87.970889,POINT (623307.8634053286 278155.2566403636)
17,31,803008,4767,42.118426,-87.970079,POINT (623507.5264455063 276547.87002227997)
17,31,803010,5351,42.150108,-87.982236,POINT (622249.5800569807 280198.05935705913)
17,31,803012,2234,42.142884,-87.991412,POINT (621611.1612484729 279287.3320873307)
17,31,803013,5490,42.143046,-87.970376,POINT (623238.4141665058 279444.52237824176)
17,31,803014,3677,42.116666,-87.931573,POINT (626507.9136247596 276594.533455139)
