GEOID,Census Tracts,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured
40143005813,"Census Tract 58.13, Tulsa County, Oklahoma",2946,65.27,53087,64818,28.9,6.9,89.6
40143005900,"Census Tract 59, Tulsa County, Oklahoma",2693,35.57,39926,56794,4.8,28.7,72.4
40143006000,"Census Tract 60, Tulsa County, Oklahoma",5167,35.55,41789,49678,4.4,21.7,75.1
40143006200,"Census Tract 62, Tulsa County, Oklahoma",2687,10.61,25995,35109,7.2,18.2,86.0
40143006506,"Census Tract 65.06, Tulsa County, Oklahoma",2391,74.03,86548,93594,25.7,9.5,92.2
40143006507,"Census Tract 65.07, Tulsa County, Oklahoma",1698,69.67,70139,97424,22.3,16.5,87.4
40143006600,"Census Tract 66, Tulsa County, Oklahoma",2694,69.23,76528,92278,15.2,12.9,90.7
40143006701,"Census Tract 67.01, Tulsa County, Oklahoma",3089,43.99,44207,48274,23.3,17.5,90.0
40143006703,"Census Tract 67.03, Tulsa County, Oklahoma",4587,65.60,51414,65797,27.3,12.6,85.3
40143006708,"Census Tract 67.08, Tulsa County, Oklahoma",9430,73.68,123357,152898,51.7,4.0,95.4
40143006709,"Census Tract 67.09, Tulsa County, Oklahoma",8244,64.26,93819,117710,48.2,7.3,93.1
40143006710,"Census Tract 67.10, Tulsa County, Oklahoma",4533,57.67,90862,113815,39.5,10.2,89.8
40143006711,"Census Tract 67.11, Tulsa County, Oklahoma",3450,56.78,59643,80984,25.5,2.8,89.3
40143006712,"Census Tract 67.12, Tulsa County, Oklahoma",1877,73.84,120444,153978,76.6,0.0,93.7
40143006713,"Census Tract 67.13, Tulsa County, Oklahoma",2488,69.49,58839,71962,38.4,2.5,88.4
40143006801,"Census Tract 68.01, Tulsa County, Oklahoma",3106,43.75,32031,56522,22.0,10.9,82.2
40143006803,"Census Tract 68.03, Tulsa County, Oklahoma",3068,52.02,39821,81564,28.7,10.6,78.2
40143006804,"Census Tract 68.04, Tulsa County, Oklahoma",2708,50.04,38529,47612,21.6,17.6,78.1
40143006901,"Census Tract 69.01, Tulsa County, Oklahoma",4144,74.03,70588,83827,49.3,1.1,92.6
40143006902,"Census Tract 69.02, Tulsa County, Oklahoma",1559,77.74,94706,100687,61.1,1.4,93.1
40143006903,"Census Tract 69.03, Tulsa County, Oklahoma",3790,66.31,61054,76666,41.9,6.3,88.6
40143006905,"Census Tract 69.05, Tulsa County, Oklahoma",4543,38.65,43450,58567,16.2,11.1,78.8
40143006906,"Census Tract 69.06, Tulsa County, Oklahoma",1956,44.33,46553,59811,20.1,11.6,84.0
40143006907,"Census Tract 69.07, Tulsa County, Oklahoma",3126,48.59,41299,54970,25.0,6.8,80.8
40143007000,"Census Tract 70, Tulsa County, Oklahoma",2835,57.28,38571,59474,31.7,11.1,84.0
40143007101,"Census Tract 71.01, Tulsa County, Oklahoma",3608,48.67,39347,50775,19.5,11.7,78.7
40143007102,"Census Tract 71.02, Tulsa County, Oklahoma",2493,40.47,38434,45249,11.8,23.0,78.6
40143007200,"Census Tract 72, Tulsa County, Oklahoma",4093,47.06,45259,61112,16.3,15.0,81.5
40143007304,"Census Tract 73.04, Tulsa County, Oklahoma",3588,40.33,42652,48109,12.9,21.6,78.6
40143007306,"Census Tract 73.06, Tulsa County, Oklahoma",6037,30.71,44538,51517,10.4,27.1,70.9
40143007308,"Census Tract 73.08, Tulsa County, Oklahoma",3360,59.43,55844,81466,15.7,19.2,77.1
40143007309,"Census Tract 73.09, Tulsa County, Oklahoma",1657,43.45,58587,68433,9.8,16.8,85.0
40143007310,"Census Tract 73.10, Tulsa County, Oklahoma",3961,33.65,48548,60522,12.3,27.8,73.6
40143007311,"Census Tract 73.11, Tulsa County, Oklahoma",2885,34.90,34236,60532,13.0,24.1,81.8
40143007312,"Census Tract 73.12, Tulsa County, Oklahoma",4980,35.62,47490,58025,13.5,17.1,75.5
40143007313,"Census Tract 73.13, Tulsa County, Oklahoma",2565,34.19,66518,71492,20.8,25.2,71.1
40143007314,"Census Tract 73.14, Tulsa County, Oklahoma",3758,37.23,39289,54663,13.6,16.4,77.5
40143007402,"Census Tract 74.02, Tulsa County, Oklahoma",2689,70.99,57321,94946,18.8,7.3,85.0
40143007408,"Census Tract 74.08, Tulsa County, Oklahoma",1304,66.56,31676,46539,24.9,8.5,84.2
40143007409,"Census Tract 74.09, Tulsa County, Oklahoma",4302,49.93,78977,263048,19.8,9.7,87.7
40143007410,"Census Tract 74.10, Tulsa County, Oklahoma",2954,40.45,54545,63125,21.0,10.8,75.8
40143007411,"Census Tract 74.11, Tulsa County, Oklahoma",3791,49.88,47241,67918,39.5,6.0,83.1
40143007412,"Census Tract 74.12, Tulsa County, Oklahoma",3748,59.45,108400,126630,37.0,5.6,91.1
40143007413,"Census Tract 74.13, Tulsa County, Oklahoma",3926,66.38,80298,89490,33.8,3.3,85.3
40143007414,"Census Tract 74.14, Tulsa County, Oklahoma",2763,62.21,52287,60452,17.2,7.7,87.0
40143007415,"Census Tract 74.15, Tulsa County, Oklahoma",1711,64.00,68676,83842,30.2,5.9,89.9
40143007416,"Census Tract 74.16, Tulsa County, Oklahoma",1657,70.43,93482,138852,39.9,3.3,93.6
40143007417,"Census Tract 74.17, Tulsa County, Oklahoma",1357,63.45,72222,87644,41.7,5.4,96.4
40143007503,"Census Tract 75.03, Tulsa County, Oklahoma",2628,70.24,53693,65754,20.8,6.0,78.4
40143007507,"Census Tract 75.07, Tulsa County, Oklahoma",3806,66.05,64899,71422,31.6,4.7,88.2
40143007510,"Census Tract 75.10, Tulsa County, Oklahoma",5463,66.01,63030,73212,18.8,7.7,89.3
40143007511,"Census Tract 75.11, Tulsa County, Oklahoma",3308,66.29,77120,92434,26.9,5.7,87.5
40143007512,"Census Tract 75.12, Tulsa County, Oklahoma",4445,70.55,71544,79834,30.5,6.7,91.5
40143007518,"Census Tract 75.18, Tulsa County, Oklahoma",3642,59.25,107222,125107,39.0,5.7,93.2
40143007519,"Census Tract 75.19, Tulsa County, Oklahoma",3698,64.09,89175,115043,43.2,3.7,86.8
40143007520,"Census Tract 75.20, Tulsa County, Oklahoma",4347,73.59,97961,149459,53.6,3.5,92.5
40143007522,"Census Tract 75.22, Tulsa County, Oklahoma",2456,67.43,69784,71836,32.6,3.1,89.6
40143007523,"Census Tract 75.23, Tulsa County, Oklahoma",2622,74.10,89554,106224,28.8,3.4,90.1
40143007525,"Census Tract 75.25, Tulsa County, Oklahoma",1931,68.98,48173,67530,15.5,12.7,87.7
40143007526,"Census Tract 75.26, Tulsa County, Oklahoma",1982,69.63,103125,111989,37.7,6.0,89.8
40143007527,"Census Tract 75.27, Tulsa County, Oklahoma",1291,69.40,79107,81079,39.4,10.2,92.6
40143007528,"Census Tract 75.28, Tulsa County, Oklahoma",2134,62.65,88203,98447,50.3,5.5,92.5
40143007529,"Census Tract 75.29, Tulsa County, Oklahoma",4068,69.54,83528,99997,46.9,2.1,90.5
40143007530,"Census Tract 75.30, Tulsa County, Oklahoma",2560,67.73,134141,168056,58.1,1.4,94.5
40143007531,"Census Tract 75.31, Tulsa County, Oklahoma",3859,73.78,83532,113905,55.1,3.5,97.6
40143007532,"Census Tract 75.32, Tulsa County, Oklahoma",3556,73.20,109153,111917,43.6,2.7,91.8
40143007533,"Census Tract 75.33, Tulsa County, Oklahoma",2772,76.44,103482,124588,45.1,6.0,95.6
40143007534,"Census Tract 75.34, Tulsa County, Oklahoma",2740,71.82,81667,105441,33.7,1.9,91.3
40143007535,"Census Tract 75.35, Tulsa County, Oklahoma",2609,70.41,80303,90280,30.4,3.9,92.3
40143007536,"Census Tract 75.36, Tulsa County, Oklahoma",2864,74.13,104821,116662,40.8,4.7,92.8
40143007608,"Census Tract 76.08, Tulsa County, Oklahoma",2425,35.18,27837,42013,21.5,11.1,85.7
40143007611,"Census Tract 76.11, Tulsa County, Oklahoma",1252,68.45,92188,165425,50.5,5.4,90.7
40143007612,"Census Tract 76.12, Tulsa County, Oklahoma",3867,63.62,95688,138634,60.6,5.5,86.9
40143007613,"Census Tract 76.13, Tulsa County, Oklahoma",3260,71.87,83095,105071,53.2,2.0,96.3
40143007614,"Census Tract 76.14, Tulsa County, Oklahoma",2479,74.30,75673,113023,53.6,8.7,90.8
40143007615,"Census Tract 76.15, Tulsa County, Oklahoma",2332,70.93,48903,75121,37.1,3.6,83.5
40143007616,"Census Tract 76.16, Tulsa County, Oklahoma",3478,69.90,99149,121624,47.6,3.6,91.0
40143007617,"Census Tract 76.17, Tulsa County, Oklahoma",3899,50.76,39500,50395,23.8,8.7,85.9
40143007619,"Census Tract 76.19, Tulsa County, Oklahoma",3945,67.25,66840,82056,32.3,5.7,92.0
40143007629,"Census Tract 76.29, Tulsa County, Oklahoma",3728,66.07,66208,80245,50.1,2.6,90.9
40143007630,"Census Tract 76.30, Tulsa County, Oklahoma",4983,59.62,81083,96998,45.0,4.0,91.8
40143007631,"Census Tract 76.31, Tulsa County, Oklahoma",3240,77.38,89896,126030,54.4,4.6,95.6
40143007632,"Census Tract 76.32, Tulsa County, Oklahoma",3027,71.59,94044,137674,64.1,1.9,91.9
40143007633,"Census Tract 76.33, Tulsa County, Oklahoma",2754,72.91,98846,123509,54.5,2.3,93.9
40143007634,"Census Tract 76.34, Tulsa County, Oklahoma",3881,67.28,68359,112606,63.2,2.9,90.3
40143007636,"Census Tract 76.36, Tulsa County, Oklahoma",4313,75.05,94003,144816,58.0,1.7,89.2
40143007638,"Census Tract 76.38, Tulsa County, Oklahoma",4713,77.81,195882,221591,68.5,1.1,94.4
40143007639,"Census Tract 76.39, Tulsa County, Oklahoma",4902,68.40,81968,128491,49.7,4.5,90.7
40143007641,"Census Tract 76.41, Tulsa County, Oklahoma",4584,32.11,35127,40146,15.2,25.1,75.8
40143007642,"Census Tract 76.42, Tulsa County, Oklahoma",1996,40.98,49740,57054,33.7,13.9,87.5
40143007643,"Census Tract 76.43, Tulsa County, Oklahoma",1071,48.74,45625,75918,13.3,22.7,75.8
40143007644,"Census Tract 76.44, Tulsa County, Oklahoma",3608,42.74,36230,51448,25.8,9.4,74.8
40143007645,"Census Tract 76.45, Tulsa County, Oklahoma",4003,54.78,73015,93222,51.7,6.0,85.9
40143007646,"Census Tract 76.46, Tulsa County, Oklahoma",3058,47.61,47041,65249,32.4,5.9,84.4
40143007647,"Census Tract 76.47, Tulsa County, Oklahoma",2784,69.29,91250,129582,57.8,0.6,96.1
40143007648,"Census Tract 76.48, Tulsa County, Oklahoma",2723,59.31,37653,46531,31.0,8.1,84.9
40143007649,"Census Tract 76.49, Tulsa County, Oklahoma",2233,71.79,84459,97139,54.4,2.9,92.5
40143007650,"Census Tract 76.50, Tulsa County, Oklahoma",3082,45.85,35099,44420,28.3,25.6,78.2
40143007651,"Census Tract 76.51, Tulsa County, Oklahoma",2718,78.15,100000,150799,55.7,0.9,98.1
40143007652,"Census Tract 76.52, Tulsa County, Oklahoma",3539,75.73,143305,173213,60.4,1.4,97.5
40143007653,"Census Tract 76.53, Tulsa County, Oklahoma",2042,83.40,161071,232977,67.2,2.0,88.2
40143007654,"Census Tract 76.54, Tulsa County, Oklahoma",3714,77.49,165000,220249,74.4,1.7,96.0
40143007655,"Census Tract 76.55, Tulsa County, Oklahoma",3321,65.31,75043,95790,30.2,10.5,90.0
40143007656,"Census Tract 76.56, Tulsa County, Oklahoma",3642,68.73,57277,95097,50.4,7.6,91.1
40143007703,"Census Tract 77.03, Tulsa County, Oklahoma",2872,69.81,104205,124616,32.6,4.0,91.7
40143007704,"Census Tract 77.04, Tulsa County, Oklahoma",4425,51.89,59688,71267,18.8,18.6,87.4
40143007705,"Census Tract 77.05, Tulsa County, Oklahoma",2579,63.28,97315,157631,30.4,3.8,82.8
40143007706,"Census Tract 77.06, Tulsa County, Oklahoma",3212,63.42,80313,89037,35.8,5.1,91.1
40143007707,"Census Tract 77.07, Tulsa County, Oklahoma",3420,64.74,67657,79424,20.6,6.6,83.5
40143007801,"Census Tract 78.01, Tulsa County, Oklahoma",3187,66.27,53203,59667,17.8,7.0,86.7
40143007803,"Census Tract 78.03, Tulsa County, Oklahoma",4388,71.49,109830,120157,45.0,3.9,92.9
40143007804,"Census Tract 78.04, Tulsa County, Oklahoma",2704,73.15,96336,94549,28.8,7.7,97.0
40143007900,"Census Tract 79, Tulsa County, Oklahoma",4649,10.91,29855,40295,7.3,17.2,83.5
40143008001,"Census Tract 80.01, Tulsa County, Oklahoma",1975,34.63,16921,25116,3.8,36.5,83.9
40143008002,"Census Tract 80.02, Tulsa County, Oklahoma",2724,12.67,32750,43232,13.7,13.1,78.5
40143008200,"Census Tract 82, Tulsa County, Oklahoma",2488,33.72,49773,56022,10.2,26.2,70.3
40143008300,"Census Tract 83, Tulsa County, Oklahoma",1416,45.20,46685,63956,13.6,22.8,75.2
40143008400,"Census Tract 84, Tulsa County, Oklahoma",3477,59.91,51063,64128,27.3,13.4,80.9
40143008501,"Census Tract 85.01, Tulsa County, Oklahoma",2772,50.83,42181,51380,9.2,24.7,74.2
40143008502,"Census Tract 85.02, Tulsa County, Oklahoma",4854,55.73,52838,63947,21.8,10.8,83.3
40143008600,"Census Tract 86, Tulsa County, Oklahoma",3823,52.97,39627,63670,25.9,10.5,78.4
40143008700,"Census Tract 87, Tulsa County, Oklahoma",3216,74.44,67292,96338,48.5,4.4,90.3
40143008800,"Census Tract 88, Tulsa County, Oklahoma",2045,61.52,43542,49105,10.8,21.1,75.4
40143008900,"Census Tract 89, Tulsa County, Oklahoma",3579,35.29,44784,53522,12.0,22.3,70.7
40143009006,"Census Tract 90.06, Tulsa County, Oklahoma",7010,32.20,54254,61945,9.9,26.9,74.2
40143009008,"Census Tract 90.08, Tulsa County, Oklahoma",3836,29.69,27611,30206,7.2,21.6,62.1
40143009010,"Census Tract 90.10, Tulsa County, Oklahoma",3930,31.98,46114,54397,15.4,20.5,73.4
40143009011,"Census Tract 90.11, Tulsa County, Oklahoma",2235,31.19,30833,47460,16.2,23.2,70.9
40143009012,"Census Tract 90.12, Tulsa County, Oklahoma",3211,23.67,50223,54494,9.4,28.1,75.1
40143009013,"Census Tract 90.13, Tulsa County, Oklahoma",2272,45.55,53561,50561,16.3,17.6,82.0
40143009014,"Census Tract 90.14, Tulsa County, Oklahoma",1924,39.29,76313,75180,22.0,10.5,81.1
40143009015,"Census Tract 90.15, Tulsa County, Oklahoma",4268,60.64,96688,104194,54.6,0.9,97.5
40143009016,"Census Tract 90.16, Tulsa County, Oklahoma",3695,72.96,174028,205806,49.9,1.0,94.8
40143009017,"Census Tract 90.17, Tulsa County, Oklahoma",2417,36.66,56250,66220,24.6,15.7,81.7
40143009018,"Census Tract 90.18, Tulsa County, Oklahoma",1982,66.45,126071,143507,54.2,4.6,91.0
40143009019,"Census Tract 90.19, Tulsa County, Oklahoma",3808,60.19,73774,97020,48.3,3.5,88.5
40143009020,"Census Tract 90.20, Tulsa County, Oklahoma",2963,65.14,66055,77982,38.8,4.0,91.2
40143009021,"Census Tract 90.21, Tulsa County, Oklahoma",2675,61.50,51204,77613,41.0,3.1,78.9
40143009101,"Census Tract 91.01, Tulsa County, Oklahoma",2495,26.53,35966,46320,8.2,33.8,72.2
40143009104,"Census Tract 91.04, Tulsa County, Oklahoma",2440,53.11,45673,56957,9.2,21.4,77.6
40143009200,"Census Tract 92, Tulsa County, Oklahoma",3530,72.49,62157,77770,26.9,12.7,86.5
40143009300,"Census Tract 93, Tulsa County, Oklahoma",3821,71.53,46198,56185,10.1,18.1,81.1
40143009401,"Census Tract 94.01, Tulsa County, Oklahoma",4959,73.83,72250,82023,19.4,2.6,88.8
40143009403,"Census Tract 94.03, Tulsa County, Oklahoma",3566,71.93,67802,70931,20.7,7.2,93.8
40143009404,"Census Tract 94.04, Tulsa County, Oklahoma",2464,74.11,62394,82252,38.5,13.9,91.6
40143009500,"Census Tract 95, Tulsa County, Oklahoma",5140,73.56,69223,86569,24.0,11.2,90.2
40143011300,"Census Tract 113, Tulsa County, Oklahoma",2735,43.36,27238,42739,6.1,25.5,70.8
40143011400,"Census Tract 114, Tulsa County, Oklahoma",3115,8.44,30404,40731,14.1,17.2,83.2
40145030101,"Census Tract 301.01, Wagoner County, Oklahoma",4346,64.59,50417,60098,22.3,14.7,83.4
40145030102,"Census Tract 301.02, Wagoner County, Oklahoma",4020,60.67,46431,59172,17.8,18.1,81.9
40145030201,"Census Tract 302.01, Wagoner County, Oklahoma",2724,72.28,41744,53771,13.4,16.1,80.1
40145030202,"Census Tract 302.02, Wagoner County, Oklahoma",3080,65.00,56655,73586,17.9,8.3,80.4
40145030300,"Census Tract 303, Wagoner County, Oklahoma",1634,68.91,51553,89262,25.1,10.6,84.0
40145030402,"Census Tract 304.02, Wagoner County, Oklahoma",4445,72.19,68281,91547,28.7,8.3,86.3
40145030403,"Census Tract 304.03, Wagoner County, Oklahoma",1913,61.42,57826,63892,13.3,13.2,78.2
40145030406,"Census Tract 304.06, Wagoner County, Oklahoma",5238,61.40,81707,91863,27.5,5.8,92.7
40145030407,"Census Tract 304.07, Wagoner County, Oklahoma",4080,59.46,100705,103294,28.3,4.8,91.0
40145030408,"Census Tract 304.08, Wagoner County, Oklahoma",2663,61.51,73750,74757,21.5,10.5,85.9
40145030502,"Census Tract 305.02, Wagoner County, Oklahoma",2731,71.07,86512,91517,27.5,3.9,90.6
40145030505,"Census Tract 305.05, Wagoner County, Oklahoma",1746,74.05,79286,93126,35.0,5.2,89.3
40145030506,"Census Tract 305.06, Wagoner County, Oklahoma",2019,70.88,65029,78662,22.9,10.2,84.0
40145030507,"Census Tract 305.07, Wagoner County, Oklahoma",2548,51.30,44738,60801,16.8,22.3,72.8
40145030508,"Census Tract 305.08, Wagoner County, Oklahoma",2161,74.60,75375,95525,39.0,4.0,93.8
40145030509,"Census Tract 305.09, Wagoner County, Oklahoma",5548,70.48,112788,133592,41.0,2.6,95.2
40145030510,"Census Tract 305.10, Wagoner County, Oklahoma",2913,67.70,92566,101402,28.2,1.7,92.3
40145030511,"Census Tract 305.11, Wagoner County, Oklahoma",2962,72.92,94688,112086,32.8,6.5,92.9
40145030512,"Census Tract 305.12, Wagoner County, Oklahoma",4571,71.32,88086,99189,30.7,6.2,95.8
40145030601,"Census Tract 306.01, Wagoner County, Oklahoma",5349,68.85,77061,94086,25.8,6.0,86.7
40145030603,"Census Tract 306.03, Wagoner County, Oklahoma",3172,66.14,47500,58592,15.0,16.3,89.9
40145030604,"Census Tract 306.04, Wagoner County, Oklahoma",2730,68.17,58125,70781,24.6,6.5,88.1
40145030605,"Census Tract 306.05, Wagoner County, Oklahoma",1698,63.90,69338,72668,14.4,11.1,83.7
40145030798,"Census Tract 307.98, Wagoner County, Oklahoma",3059,61.39,54727,73667,17.9,11.1,83.1
40145030800,"Census Tract 308, Wagoner County, Oklahoma",3631,72.35,91250,105174,26.4,9.5,91.6
40147000100,"Census Tract 1, Washington County, Oklahoma",1831,59.53,51016,52782,8.8,14.3,79.7
40147000200,"Census Tract 2, Washington County, Oklahoma",1857,57.30,29697,34362,3.6,21.3,74.1
40147000300,"Census Tract 3, Washington County, Oklahoma",2391,66.75,33032,40885,14.6,16.3,77.6
40147000400,"Census Tract 4, Washington County, Oklahoma",4599,67.67,57044,76195,32.6,8.4,82.6
40147000500,"Census Tract 5, Washington County, Oklahoma",6311,66.46,55028,66326,28.3,7.2,87.4
40147000601,"Census Tract 6.01, Washington County, Oklahoma",5173,71.51,39817,63947,33.3,7.5,91.1
40147000602,"Census Tract 6.02, Washington County, Oklahoma",3137,69.40,92500,113863,44.6,7.6,92.3
40147000700,"Census Tract 7, Washington County, Oklahoma",6375,76.17,91648,124798,57.2,2.4,94.3
40147000800,"Census Tract 8, Washington County, Oklahoma",3494,68.26,44708,62339,30.8,7.6,82.3
40147000900,"Census Tract 9, Washington County, Oklahoma",2081,61.03,32639,38205,7.9,22.9,85.4
40147001000,"Census Tract 10, Washington County, Oklahoma",2096,74.28,42222,64507,12.1,8.1,87.1
40147001100,"Census Tract 11, Washington County, Oklahoma",5025,70.27,51529,64861,19.4,14.0,85.9
40147001200,"Census Tract 12, Washington County, Oklahoma",2286,73.97,92361,131882,45.4,4.4,91.8
40147001300,"Census Tract 13, Washington County, Oklahoma",5799,67.32,60096,79801,19.4,11.5,87.8
40149964900,"Census Tract 9649, Washita County, Oklahoma",3776,83.26,53203,63146,12.0,12.1,82.5
40149965000,"Census Tract 9650, Washita County, Oklahoma",1989,81.90,67500,86742,25.4,8.2,81.7
40149965100,"Census Tract 9651, Washita County, Oklahoma",3409,86.83,62779,63930,19.3,12.9,92.2
40149965400,"Census Tract 9654, Washita County, Oklahoma",1750,81.60,53854,80119,26.9,5.0,85.7
40151954201,"Census Tract 9542.01, Woods County, Oklahoma",2540,84.76,57500,77100,40.9,4.5,94.1
40151954202,"Census Tract 9542.02, Woods County, Oklahoma",1677,80.92,67333,82619,34.3,6.8,90.7
40151954300,"Census Tract 9543, Woods County, Oklahoma",2822,81.11,48476,62651,26.7,12.6,92.1
40151954400,"Census Tract 9544, Woods County, Oklahoma",1585,87.82,58750,67633,24.2,11.1,85.0
40153953100,"Census Tract 9531, Woodward County, Oklahoma",2059,87.32,70066,88132,29.1,5.3,85.6
40153953200,"Census Tract 9532, Woodward County, Oklahoma",4867,79.72,78897,84106,14.8,13.6,87.4
40153953300,"Census Tract 9533, Woodward County, Oklahoma",4114,73.75,54090,72685,15.9,14.2,79.0
40153953400,"Census Tract 9534, Woodward County, Oklahoma",3426,74.49,56398,69293,18.3,22.1,79.3
40153953500,"Census Tract 9535, Woodward County, Oklahoma",6004,81.15,44867,65849,25.0,5.2,88.3
