GEOID,POPULATION,TRACTCE
17031824300,4499,824300
17031824400,2007,824400
17031824503,6880,824503
17031824505,6783,824505
17031824507,4136,824507
17031824508,3699,824508
17031824509,4154,824509
17031824601,4392,824601
17031824602,6245,824602
17031824701,3782,824701
17031824702,5453,824702
17031824800,7178,824800
17031824900,3244,824900
17031825000,4766,825000
17031825200,2016,825200
17031825302,5938,825302
17031825303,3785,825303
17031825304,3923,825304
17031825400,5337,825400
17031825501,5766,825501
17031825503,6540,825503
17031825504,3591,825504
17031825505,5364,825505
17031825600,5138,825600
17031825700,4046,825700
17031825801,3569,825801
17031825802,5862,825802
17031825803,5908,825803
17031825900,3296,825900
17031826000,2660,826000
17031826100,5931,826100
17031826201,3844,826201
17031826202,5710,826202
17031826301,3923,826301
17031826303,4068,826303
17031826304,2874,826304
17031826401,3725,826401
17031826402,4728,826402
17031826500,5614,826500
17031826600,4595,826600
17031826700,4573,826700
17031826800,4596,826800
17031826901,1462,826901
17031826902,1255,826902
17031827000,2968,827000
17031827100,2265,827100
17031827200,3693,827200
17031827300,2277,827300
17031827400,3230,827400
17031827500,4465,827500
17031827600,3012,827600
17031827700,2452,827700
17031827801,4645,827801
17031827802,3314,827802
17031827804,3149,827804
17031827805,2953,827805
17031827901,2421,827901
17031827902,4558,827902
17031828000,5411,828000
17031828100,5083,828100
17031828201,4491,828201
17031828202,4590,828202
17031828300,3363,828300
17031828401,3598,828401
17031828402,3688,828402
17031828503,4322,828503
17031828504,5474,828504
17031828505,6682,828505
17031828507,3999,828507
17031828508,4630,828508
17031828601,4198,828601
17031828602,4666,828602
17031828701,3780,828701
17031828702,4742,828702
17031828801,5122,828801
17031828802,2982,828802
17031828900,3399,828900
17031829000,882,829000
17031829100,3512,829100
17031829200,5547,829200
17031829301,3931,829301
17031829302,3633,829302
17031829401,1049,829401
17031829402,3088,829402
17031829500,4001,829500
17031829600,3035,829600
17031829700,3344,829700
17031829800,6891,829800
17031829902,6457,829902
17031829903,4529,829903
17031829904,4168,829904
17031830001,2432,830001
17031830003,7640,830003
17031830004,7529,830004
17031830005,3768,830005
17031830006,2526,830006
17031830007,4638,830007
17031830008,4342,830008
17031830100,3297,830100
17031830201,5105,830201
17031830202,3377,830202
17031830300,5369,830300
17031830400,4091,830400
17031830500,4410,830500
17031830600,4935,830600
17031830700,4006,830700
17031830800,2405,830800
17031830900,3076,830900
17031831000,2633,831000
17031831100,6697,831100
17031831200,4832,831200
17031831300,1251,831300
17031831400,2820,831400
17031831500,4421,831500
17031831600,7745,831600
17031831700,2237,831700
17031831800,5868,831800
17031831900,3040,831900
17031832000,2062,832000
17031832100,3410,832100
17031832200,3289,832200
17031832300,2054,832300
17031832400,3601,832400
17031832500,3334,832500
17031832600,4147,832600
17031832900,1995,832900
17031833000,5637,833000
17031833100,9493,833100
17031833300,2912,833300
17031833900,2333,833900
17031834000,3609,834000
17031834200,4693,834200
17031834300,6240,834300
17031834400,3765,834400
17031834500,1765,834500
17031834600,2357,834600
17031834700,1759,834700
17031834800,1753,834800
17031834900,1952,834900
17031835000,6398,835000
17031835100,5585,835100
17031835200,2038,835200
17031835500,1584,835500
17031835600,898,835600
17031835800,1698,835800
17031836000,2338,836000
17031836100,1893,836100
17031836200,2178,836200
17031836300,1492,836300
17031836400,3621,836400
17031836500,1527,836500
17031836600,2929,836600
17031836700,2481,836700
17031836800,2645,836800
17031836900,1439,836900
17031837000,2042,837000
17031837100,1652,837100
17031837300,2489,837300
17031837400,1990,837400
17031837800,2837,837800
17031838000,2651,838000
17031838100,1821,838100
17031838200,1675,838200
17031838300,2580,838300
17031838600,1518,838600
17031838700,4132,838700
17031838800,3102,838800
17031839000,10435,839000
17031839100,8234,839100
17031839200,2749,839200
17031839500,1590,839500
17031839600,1729,839600
17031839700,4545,839700
17031839800,2686,839800
17031839900,4431,839900
17031840000,3001,840000
17031840100,3029,840100
17031840200,2497,840200
17031840300,4196,840300
17031840400,3369,840400
17031840700,3900,840700
17031840800,3332,840800
17031841000,1136,841000
17031841100,7356,841100
17031841200,4873,841200
17031841300,4173,841300
17031841500,2904,841500
17031841700,1509,841700
17031841800,2404,841800
17031841900,6500,841900
17031842000,2590,842000
17031842100,6650,842100
17031842200,4212,842200
17031842300,3529,842300
17031842400,3041,842400
17031842500,2644,842500
17031842600,4245,842600
17031842800,7637,842800
17031842900,2480,842900
17031843000,2880,843000
17031843100,1747,843100
17031843200,2422,843200
17031843300,1572,843300
17031843400,1524,843400
17031843500,6030,843500
17031843600,3089,843600
17031843700,2544,843700
17031843800,2000,843800
17031843900,3666,843900
17031844600,1776,844600
17031844700,2342,844700
17031980000,0,980000
17031980100,18,980100
17031990000,0,990000
17033880100,2656,880100
17033880200,3491,880200
17033880300,3338,880300
17033880400,2870,880400
17033880500,3414,880500
17033880600,2910,880600
17035972400,2913,972400
17035972500,3356,972500
17035972600,4181,972600
17037000100,6737,100
17037000200,4513,200
17037000300,2520,300
17037000401,3975,401
17037000402,5184,402
17037000500,4070,500
17037000600,5919,600
17037000700,3694,700
17037000800,6635,800
17037000900,4960,900
17037001002,5860,1002
17037001003,4134,1003
17037001004,2374,1004
17037001300,5267,1300
17037001400,6371,1400
17037001500,3831,1500
17037001600,4383,1600
17037001700,3388,1700
17037001800,3764,1800
17037001900,2363,1900
17037002000,4732,2000
17037002100,2461,2100
17037002200,3285,2200
17039971400,2493,971400
17039971500,2601,971500
17039971600,3589,971600
17039971700,3271,971700
17039971800,3562,971800
17041952000,2181,952000
17041952100,4025,952100
17041952200,4668,952200
17041952300,5395,952300
17041952400,3471,952400
17043840000,2835,840000
17043840101,5680,840101
17043840102,4734,840102
17043840103,6440,840103
17043840104,6031,840104
17043840201,6348,840201
17043840202,5065,840202
17043840303,3597,840303
17043840304,3627,840304
17043840600,5068,840600
17043840703,4295,840703
17043840704,3217,840704
17043840705,3759,840705
17043840706,3370,840706
17043840801,2621,840801
17043840802,5866,840802
17043840901,3833,840901
17043840904,3610,840904
17043840906,2970,840906
17043840907,4658,840907
17043840908,4420,840908
17043840910,4918,840910
17043840911,3125,840911
17043841002,3321,841002
17043841003,3631,841003
17043841004,3480,841004
17043841102,5787,841102
17043841103,3775,841103
17043841104,4411,841104
17043841108,4589,841108
17043841109,4057,841109
17043841110,3478,841110
17043841111,3651,841111
17043841112,3112,841112
17043841113,3886,841113
17043841114,4476,841114
17043841204,5974,841204
17043841205,4506,841205
17043841206,5877,841206
17043841207,2945,841207
17043841208,5048,841208
17043841209,3952,841209
17043841210,4385,841210
17043841307,5799,841307
17043841308,4028,841308
17043841310,3512,841310
17043841312,3795,841312
17043841313,2872,841313
17043841314,6288,841314
17043841315,3371,841315
17043841316,3555,841316
17043841318,2835,841318
17043841320,2613,841320
17043841321,2391,841321
17043841322,4326,841322
17043841323,3102,841323
17043841324,2683,841324
17043841325,5535,841325
17043841326,3356,841326
17043841327,4366,841327
17043841401,6894,841401
17043841403,3899,841403
17043841404,3223,841404
17043841501,5927,841501
17043841503,3600,841503
17043841504,2970,841504
17043841603,4709,841603
17043841604,4169,841604
17043841605,3552,841605
17043841606,2065,841606
17043841607,4884,841607
17043841704,4609,841704
17043841705,5858,841705
17043841706,4564,841706
17043841707,3305,841707
17043841708,4594,841708
17043841801,5305,841801
17043841802,5515,841802
17043841901,2467,841901
17043841902,4088,841902
17043842000,4400,842000
17043842100,5891,842100
17043842200,4731,842200
17043842300,3584,842300
17043842400,5062,842400
17043842500,3578,842500
17043842601,4107,842601
17043842602,4335,842602
17043842603,4359,842603
17043842604,4383,842604
17043842605,4289,842605
17043842702,4479,842702
17043842703,4039,842703
17043842704,5215,842704
17043842706,4787,842706
17043842708,2551,842708
17043842709,3471,842709
17043842710,3805,842710
17043842711,2810,842711
17043842800,4781,842800
17043842900,6022,842900
17043843000,4087,843000
17043843100,3970,843100
17043843200,5335,843200
17043843301,4020,843301
17043843302,2959,843302
17043843400,3492,843400
17043843500,5528,843500
17043843601,3426,843601
17043843602,3106,843602
17043843700,4373,843700
17043843800,3433,843800
17043843900,4216,843900
17043844001,3716,844001
17043844002,4205,844002
17043844100,4077,844100
17043844201,5822,844201
17043844202,2741,844202
17043844304,4077,844304
17043844305,3962,844305
17043844306,5956,844306
17043844307,3749,844307
17043844308,2383,844308
17043844309,2390,844309
17043844310,2417,844310
17043844401,4075,844401
17043844402,4670,844402
17043844501,3277,844501
17043844502,3247,844502
17043844601,3627,844601
17043844602,5286,844602
17043844701,4265,844701
17043844702,5601,844702
17043844801,4376,844801
17043844802,3472,844802
17043844901,3716,844901
17043844902,4229,844902
17043845000,5458,845000
17043845100,6522,845100
17043845200,4847,845200
17043845300,3166,845300
17043845401,3656,845401
17043845402,3060,845402
17043845502,5413,845502
17043845505,4066,845505
17043845506,3995,845506
17043845507,3423,845507
17043845508,3753,845508
17043845509,3334,845509
17043845510,3308,845510
17043845601,4354,845601
17043845602,4965,845602
17043845701,3935,845701
17043845702,4839,845702
17043845703,4582,845703
17043845704,4896,845704
17043845802,3689,845802
17043845803,5649,845803
17043845805,4145,845805
17043845807,6100,845807
17043845808,3868,845808
17043845809,4374,845809
17043845810,4067,845810
17043845811,3891,845811
17043845901,3418,845901
17043845902,3489,845902
17043846002,4737,846002
17043846003,4490,846003
17043846004,3756,846004
17043846102,4606,846102
17043846103,5257,846103
17043846104,4359,846104
17043846105,3499,846105
17043846106,3639,846106
17043846201,5855,846201
17043846202,6426,846202
17043846203,4383,846203
17043846205,3708,846205
17043846206,4244,846206
17043846207,5345,846207
17043846208,3179,846208
17043846209,4167,846209
17043846304,6258,846304
17043846305,5687,846305
17043846307,4752,846307
17043846308,3825,846308
17043846310,4551,846310
17043846311,5232,846311
17043846312,4506,846312
17043846313,5021,846313
17043846314,3332,846314
17043846315,4226,846315
17043846404,6135,846404
17043846405,3899,846405
17043846408,4291,846408
17043846409,4529,846409
17043846410,5071,846410
17043846411,5312,846411
17043846412,4726,846412
17043846413,3708,846413
17043846504,6350,846504
17043846507,3166,846507
17043846509,5876,846509
17043846510,3271,846510
17043846511,6565,846511
17043846513,2766,846513
17043846514,4159,846514
17043846515,5420,846515
17043846517,6116,846517
17043846518,3648,846518
17043846519,3191,846519
17043846521,5036,846521
17043846522,4046,846522
17043846523,2775,846523
17043846524,4709,846524
17043846603,4070,846603
17043846604,3697,846604
17043846701,4159,846701
17043846702,3872,846702
17045070100,2459,70100
17045070200,1729,70200
17045070300,3906,70300
17045070400,5270,70400
17045070500,3502,70500
17047956900,2153,956900
17047957000,2037,957000
17047957100,2055,957100
17049950100,3910,950100
17049950200,5196,950200
17049950300,4130,950300
17049950400,3649,950400
17049950500,4629,950500
17049950600,5499,950600
17049950700,3587,950700
17049950800,4068,950800
17051950500,2670,950500
17051950600,2328,950600
17051950700,3913,950700
17051950800,5600,950800
17051950900,2031,950900
17051951000,2045,951000
17051951100,2901,951100
17053961600,1745,961600
17053961700,1840,961700
17053961800,4628,961800
17053961900,1750,961900
17053962000,3571,962000
17055040100,3025,40100
17055040200,2979,40200
17055040300,3046,40300
17055040400,3636,40400
17055040500,3053,40500
17055040600,2640,40600
17055040700,4370,40700
17055040800,3259,40800
17055040900,2313,40900
17055041000,2541,41000
17055041100,3298,41100
17055041200,3644,41200
17057952800,2658,952800
17057952900,3028,952900
17057953000,2120,953000
17057953100,2301,953100
17057953200,2570,953200
17057953300,3278,953300
17057953400,1724,953400
17057953500,4273,953500
17057953600,4409,953600
17057953700,2320,953700
17057953800,2454,953800
17057953900,2474,953900
17059972700,2304,972700
17059972800,2642,972800
17061973600,3082,973600
17061973700,1588,973700
17061973800,1619,973800
17061973900,2315,973900
17061974000,3381,974000
17063000102,8255,102
17063000103,7593,103
17063000200,6864,200
17063000300,3350,300
17063000400,5675,400
17063000500,2799,500
17063000600,2826,600
17063000700,6113,700
17063000800,5465,800
17063000900,3593,900
17065973100,3023,973100
17065973200,2367,973200
17065973300,2603,973300
17067953700,2079,953700
17067953800,2598,953800
17067953900,1802,953900
17067954000,2259,954000
17067954100,3164,954100
17067954200,2270,954200
17067954300,3448,954300
17069970900,2071,970900
17069971000,1578,971000
17071973300,1999,973300
17071973400,1701,973400
17071973500,2687,973500
17073030100,5757,30100
17073030201,4496,30201
17073030202,3823,30202
17073030203,4430,30203
17073030301,3711,30301
17073030302,3464,30302
17073030400,2482,30400
17073030500,2330,30500
17073030600,2781,30600
17073030800,3552,30800
17073030900,3570,30900
17073031000,3470,31000
17073031100,2613,31100
17073031200,2805,31200
17075950100,2528,950100
17075950200,3586,950200
17075950300,3179,950300
17075950400,3227,950400
17075950500,3795,950500
17075950600,3490,950600
17075950700,2752,950700
17075950800,2327,950800
17075950900,2193,950900
17077010100,3366,10100
17077010200,3850,10200
17077010300,2759,10300
17077010400,4298,10400
17077010601,1970,10601
17077010602,3288,10602
17077010700,2991,10700
17077010800,3345,10800
17077010900,2364,10900
17077011001,1653,11001
17077011002,4495,11002
17077011100,2604,11100
17077011200,5091,11200
17077011400,3057,11400
17077011600,3721,11600
17077011701,1354,11701
17077011702,2768,11702
17079977300,2830,977300
17079977400,2671,977400
17079977500,3786,977500
17081050100,4142,50100
17081050200,3077,50200
17081050300,4243,50300
17081050400,4733,50400
17081050500,3724,50500
17081050600,3084,50600
17081050700,3669,50700
17081050800,4155,50800
17081050900,2351,50900
17081051000,1356,51000
17081051100,2579,51100
17083010100,5152,10100
17083010200,3320,10200
17083010300,3602,10300
17083010401,6098,10401
17083010402,1877,10402
17083010500,1463,10500
17085020101,1778,20101
17085020102,2460,20102
17085020200,4800,20200
17085020300,4909,20300
17085020401,2197,20401
17085020402,2896,20402
17085020500,2995,20500
17087977600,4332,977600
17087977700,3067,977700
17087977800,3462,977800
17087980000,2447,980000
17089850101,6608,850101
17089850103,6034,850103
17089850105,6895,850105
17089850106,7801,850106
17089850201,4156,850201
17089850202,6823,850202
17089850301,7667,850301
17089850302,4788,850302
17089850400,2553,850400
17089850500,3954,850500
17089850600,7443,850600
17089850703,2128,850703
17089850704,4916,850704
17089850705,9050,850705
17089850706,1922,850706
17089850707,8375,850707
17089850708,4473,850708
17089850709,3862,850709
17089850710,7261,850710
17089850711,4808,850711
17089850800,6968,850800
17089851000,6693,851000
17089851101,4377,851101
17089851102,3710,851102
17089851301,3843,851301
17089851302,3203,851302
17089851400,6806,851400
17089851500,1049,851500
17089851600,6623,851600
17089851801,8379,851801
17089851904,7754,851904
17089851907,7921,851907
17089851908,5121,851908
17089851909,4367,851909
17089851910,3927,851910
17089851911,5317,851911
17089851912,3358,851912
17089851913,5668,851913
17089852001,4492,852001
17089852002,6722,852002
17089852004,2911,852004
17089852005,4902,852005
17089852101,7015,852101
17089852103,6526,852103
17089852104,2986,852104
17089852201,4832,852201
17089852203,4997,852203
17089852204,4467,852204
17089852300,2052,852300
17089852403,5111,852403
17089852404,2545,852404
17089852405,3112,852405
17089852406,2874,852406
17089852407,3513,852407
17089852408,4754,852408
17089852500,6500,852500
17089852606,4584,852606
17089852607,3611,852607
17089852608,3703,852608
17089852700,7086,852700
17089852803,4992,852803
17089852805,5552,852805
17089852806,6814,852806
17089852807,3897,852807
17089852808,7022,852808
17089852903,5193,852903
17089852904,2079,852904
17089852905,4684,852905
17089852906,5176,852906
17089852907,4930,852907
17089853001,3586,853001
17089853004,3228,853004
17089853005,5521,853005
17089853006,3343,853006
17089853007,5574,853007
17089853008,4122,853008
17089853100,2793,853100
17089853200,6044,853200
17089853300,3745,853300
17089853401,2189,853401
17089853402,4527,853402
17089853500,4530,853500
17089853601,3002,853601
17089853602,3478,853602
17089853900,5744,853900
17089854001,4099,854001
17089854002,5676,854002
17089854100,4117,854100
17089854200,4700,854200
17089854301,5371,854301
17089854302,3970,854302
17089854401,2727,854401
17089854402,3726,854402
17089854403,6710,854403
17089854504,7941,854504
17089854505,7821,854505
17089854506,3887,854506
17089854507,5722,854507
17089854508,5861,854508
17089854509,6781,854509
17089854600,3976,854600
17089854700,2345,854700
17089854800,7998,854800
17089854900,5433,854900
17091010100,2450,10100
17091010201,2101,10201
17091010203,4597,10203
17091010204,5261,10204
17091010300,3671,10300
17091010400,5011,10400
17091010500,6718,10500
17091010601,5529,10601
17091010602,6137,10602
17091010701,4648,10701
17091010702,6860,10702
17091010800,3624,10800
17091010900,4294,10900
17091011000,1847,11000
17091011100,1873,11100
17091011200,2024,11200
17091011300,2091,11300
17091011400,1623,11400
17091011500,1987,11500
17091011600,1589,11600
17091011700,3151,11700
17091011800,2653,11800
17091011900,1317,11900
17091012000,4927,12000
17091012100,3352,12100
17091012200,3215,12200
17091012300,4080,12300
17091012400,4548,12400
17091012500,2103,12500
17091012600,4221,12600
17093890103,5506,890103
17093890104,6050,890104
17093890105,9032,890105
17093890106,4966,890106
17093890107,4869,890107
17093890108,5473,890108
17093890201,4416,890201
17093890202,3089,890202
17093890301,6159,890301
17093890302,6091,890302
17093890401,6290,890401
17093890402,9883,890402
17093890403,5970,890403
17093890404,9887,890404
17093890501,9398,890501
17093890502,4638,890502
17093890601,4513,890601
17093890602,5700,890602
17093890701,5364,890701
17093890702,5527,890702
17093890703,9048,890703
17095000100,3011,100
17095000200,2985,200
17095000300,4134,300
17095000400,4873,400
17095000500,5462,500
17095000600,3497,600
17095000700,1901,700
17095000800,2391,800
17095000900,2047,900
17095001000,3657,1000
17095001100,2245,1100
17095001200,1612,1200
17095001300,3722,1300
17095001400,1717,1400
17095001500,3682,1500
17095001600,3031,1600
17097860103,3376,860103
17097860104,3452,860104
17097860105,5191,860105
17097860106,3491,860106
17097860200,3492,860200
17097860301,3440,860301
17097860302,3032,860302
17097860400,5865,860400
17097860500,4724,860500
17097860600,7663,860600
17097860805,1648,860805
17097860806,5148,860806
17097860807,3469,860807
17097860808,2639,860808
17097860809,2930,860809
17097860811,4429,860811
17097860812,3816,860812
17097860813,3300,860813
17097860903,6270,860903
17097860905,5608,860905
17097860906,10453,860906
17097860907,3845,860907
17097860908,1875,860908
17097861007,4180,861007
17097861008,5271,861008
17097861009,5131,861009
17097861010,5930,861010
17097861011,7864,861011
17097861012,4861,861012
17097861013,3052,861013
17097861014,3663,861014
17097861105,4330,861105
17097861106,8127,861106
17097861107,4047,861107
17097861108,5948,861108
17097861201,6730,861201
17097861202,4031,861202
17097861301,5080,861301
17097861303,4778,861303
17097861304,3368,861304
17097861402,8778,861402
17097861403,2556,861403
17097861404,5947,861404
17097861504,8472,861504
17097861505,3543,861505
17097861506,6109,861506
17097861507,3076,861507
17097861508,3437,861508
17097861509,3295,861509
17097861510,5071,861510
17097861603,6106,861603
17097861604,5636,861604
17097861607,4569,861607
17097861608,3652,861608
17097861609,4716,861609
17097861610,3755,861610
17097861611,4471,861611
17097861701,1804,861701
17097861702,4289,861702
17097861803,6683,861803
17097861804,4090,861804
17097861901,3747,861901
17097861902,6376,861902
17097862000,6070,862000
17097862100,5383,862100
17097862200,3969,862200
17097862300,3146,862300
17097862401,3619,862401
17097862402,3026,862402
17097862501,3942,862501
17097862502,2281,862502
17097862603,7062,862603
17097862604,4694,862604
17097862605,4097,862605
17097862700,4238,862700
17097862800,1963,862800
17097862901,3692,862901
17097862902,2782,862902
17097863003,5857,863003
17097863004,3613,863004
17097863005,4523,863005
17097863006,898,863006
17097863100,2563,863100
17097863201,3310,863201
17097863202,5478,863202
17097863300,2629,863300
17097863400,4276,863400
17097863500,4538,863500
17097863601,3508,863601
17097863603,3518,863603
17097863604,2990,863604
17097863701,4556,863701
17097863702,4045,863702
17097863801,5108,863801
17097863902,6000,863902
17097863903,4424,863903
17097863904,5972,863904
17097864001,6270,864001
17097864002,6068,864002
17097864105,6006,864105
17097864106,4023,864106
17097864107,4920,864107
17097864108,5868,864108
17097864109,6196,864109
17097864110,6233,864110
17097864203,4310,864203
17097864204,4484,864204
17097864206,3478,864206
17097864207,7478,864207
17097864208,3878,864208
17097864303,4581,864303
17097864305,4030,864305
17097864306,2292,864306
17097864307,1861,864307
17097864308,4528,864308
17097864402,8168,864402
17097864403,5852,864403
17097864407,6632,864407
17097864408,6232,864408
17097864409,4572,864409
17097864410,5066,864410
17097864411,4851,864411
17097864412,4090,864412
17097864510,4961,864510
17097864511,6403,864511
17097864512,4659,864512
17097864513,6301,864513
17097864514,2653,864514
17097864515,3020,864515
17097864516,4695,864516
17097864517,2933,864517
17097864518,5594,864518
17097864519,5169,864519
17097864520,5698,864520
17097864521,2537,864521
17097864522,4967,864522
17097864523,4024,864523
17097864524,3297,864524
17097864601,3606,864601
17097864602,3824,864602
17097864700,2914,864700
17097864801,5561,864801
17097864802,3093,864802
17097864901,4371,864901
17097864903,4907,864903
17097864904,2450,864904
17097865000,1276,865000
17097865200,5361,865200
17097865300,3505,865300
17097865400,4197,865400
17097865501,2470,865501
17097865502,2313,865502
17097865600,3497,865600
17097865700,5985,865700
17097865801,3257,865801
17097865802,2945,865802
17097866000,6842,866000
17097866100,3433,866100
17097866200,6162,866200
17097990000,0,990000
17099961701,6351,961701
17099961702,3120,961702
17099961800,3685,961800
17099961900,4285,961900
17099962000,3539,962000
17099962100,5100,962100
17099962200,4880,962200
17099962300,6936,962300
17099962400,3836,962400
17099962500,2288,962500
17099962600,5727,962600
17099962700,2169,962700
17099962800,3355,962800
17099962900,3056,962900
17099963000,4734,963000
17099963100,3226,963100
17099963200,2967,963200
17099963300,2410,963300
17099963400,3856,963400
17099963500,4954,963500
17099963600,3310,963600
17099963700,5459,963700
17099963800,4114,963800
17099963900,4919,963900
17099964000,2416,964000
17099964100,3612,964100
17099964200,2288,964200
17099964300,3066,964300
17101880700,2644,880700
17101880800,4948,880800
17101880900,2711,880900
17101881000,1823,881000
17101881100,3154,881100
17103000100,2762,100
17103000200,3227,200
17103000300,4072,300
17103000400,7503,400
17103000500,4709,500
17103000600,3425,600
17103000700,1809,700
17103000800,3399,800
17103000900,3239,900
17105960100,4012,960100
17105960200,3305,960200
17105960300,3117,960300
17105960400,3099,960400
17105960500,3187,960500
17105960600,4098,960600
17105960700,4755,960700
17105960800,5554,960800
17105960900,2287,960900
17105961000,2401,961000
17107952900,3532,952900
17107953000,2365,953000
17107953100,3103,953100
17107953200,3692,953200
17107953300,3335,953300
17107953400,3783,953400
17107953500,5069,953500
17107953600,3108,953600
17109010100,3454,10100
17109010200,1806,10200
17109010300,1973,10300
17109010401,1031,10401
17109010402,3565,10402
17109010600,2143,10600
17109010700,4017,10700
17109010900,2324,10900
17109011000,2182,11000
17109011100,2700,11100
17109980000,2043,980000
17111870103,2517,870103
17111870104,4848,870104
17111870105,3504,870105
17111870106,3091,870106
17111870200,5959,870200
17111870301,4545,870301
17111870302,4550,870302
17111870402,5884,870402
17111870403,4404,870403
17111870404,3896,870404
17111870501,4351,870501
17111870502,4637,870502
17111870603,4357,870603
17111870604,6113,870604
17111870605,6322,870605
17111870606,3945,870606
17111870702,7588,870702
17111870703,5350,870703
17111870704,3605,870704
17111870807,5178,870807
17111870808,3682,870808
17111870809,6801,870809
17111870810,4406,870810
17111870811,4493,870811
17111870812,4715,870812
17111870813,5115,870813
17111870814,3954,870814
17111870903,3600,870903
17111870904,4812,870904
17111870905,4683,870905
17111870906,5510,870906
17111870907,2967,870907
17111871003,4352,871003
17111871004,6072,871004
17111871105,5227,871105
17111871107,5369,871107
17111871108,5556,871108
17111871109,4888,871109
17111871110,4360,871110
17111871111,5352,871111
17111871112,5344,871112
17111871113,3988,871113
17111871114,4999,871114
17111871115,2994,871115
17111871201,6779,871201
17111871202,5827,871202
17111871205,4596,871205
17111871206,6648,871206
17111871207,4772,871207
17111871208,3820,871208
17111871209,3482,871209
17111871301,4831,871301
17111871304,3417,871304
17111871305,6502,871305
17111871307,4646,871307
17111871310,4323,871310
17111871311,4786,871311
17111871312,6393,871312
17111871313,1793,871313
17111871402,6099,871402
17111871404,4389,871404
17111871501,6302,871501
17111871502,8411,871502
17111871600,4530,871600
17113000105,3931,105
17113000106,2568,106
17113000107,3931,107
17113000108,6024,108
17113000109,6001,109
17113000200,5446,200
17113000301,4221,301
17113000302,5585,302
17113000400,2789,400
17113000501,2523,501
17113000502,2413,502
17113000504,5046,504
17113000506,3752,506
17113000507,2779,507
17113001103,3249,1103
17113001105,4744,1105
17113001106,3142,1106
17113001107,3824,1107
17113001108,4656,1108
17113001200,2395,1200
17113001301,1809,1301
17113001302,2077,1302
17113001303,1526,1303
17113001402,3786,1402
17113001403,3981,1403
17113001404,4349,1404
17113001500,2268,1500
17113001600,2425,1600
17113001700,2179,1700
17113001800,3085,1800
17113002101,5052,2101
17113002102,1542,2102
17113005102,7385,5102
17113005103,4985,5103
17113005104,4600,5104
17113005201,1197,5201
17113005202,3113,5202
17113005401,7291,5401
17113005402,3708,5402
17113005501,2353,5501
17113005502,2420,5502
17113005601,1782,5601
17113005602,2037,5602
17113005700,4981,5700
17113005800,4210,5800
17113005900,4100,5900
17113006000,3694,6000
17115000200,2327,200
17115000300,3523,300
17115000400,1175,400
17115000501,797,501
17115000502,2415,502
17115000600,1625,600
17115000900,1682,900
17115001000,1158,1000
17115001100,3194,1100
17115001200,2694,1200
17115001300,2275,1300
17115001400,2374,1400
17115001500,3961,1500
17115001600,2136,1600
17115001700,2129,1700
17115001801,2209,1801
17115001802,2148,1802
17115001900,2476,1900
17115002001,1039,2001
17115002002,2745,2002
17115002100,1270,2100
17115002200,5293,2200
17115002300,2898,2300
17115002401,2464,2401
17115002402,5327,2402
17115002500,7213,2500
17115002601,3938,2601
17115002602,1990,2602
17115002700,2233,2700
17115002800,4090,2800
17115002901,4242,2901
17115002902,4597,2902
17115002904,5120,2904
17115002905,1549,2905
17115002906,2721,2906
17115003000,3230,3000
17115003100,1741,3100
17117956000,3064,956000
17117956100,3099,956100
17117956200,2333,956200
17117956300,3073,956300
17117956400,5329,956400
17117956500,2506,956500
17117956600,4575,956600
17117956700,4011,956700
17117956800,2664,956800
17117956900,3579,956900
17117957000,3474,957000
17117957100,2584,957100
17117957200,4676,957200
17119400101,2510,400101
17119400102,5137,400102
17119400200,3815,400200
17119400600,2378,400600
17119400700,1498,400700
17119400801,1784,400801
17119400802,5869,400802
17119400903,5201,400903
17119400904,3162,400904
17119400951,5001,400951
17119400952,3127,400952
17119401000,2314,401000
17119401101,2739,401101
17119401102,3520,401102
17119401200,1853,401200
17119401300,4715,401300
17119401400,3032,401400
17119401500,2440,401500
17119401701,2556,401701
17119401721,5532,401721
17119401722,2796,401722
17119401800,5977,401800
17119401901,1830,401901
17119401905,4748,401905
17119402000,4086,402000
17119402100,3061,402100
17119402200,3228,402200
17119402300,1664,402300
17119402400,1538,402400
17119402500,1822,402500
17119402600,2555,402600
17119402701,7191,402701
17119402721,7722,402721
17119402722,2828,402722
17119402801,3587,402801
17119402803,3371,402803
17119402804,2540,402804
17119402805,5592,402805
17119402900,5283,402900
17119403001,5216,403001
17119403002,7212,403002
17119403101,6944,403101
17119403121,9528,403121
17119403122,6486,403122
17119403200,4466,403200
17119403300,2800,403300
17119403401,3846,403401
17119403403,2807,403403
17119403404,3093,403404
17119403502,5870,403502
17119403531,8319,403531
17119403532,5611,403532
17119403533,10554,403533
17119403534,3965,403534
17119403601,3646,403601
17119403603,1866,403603
17119403604,6247,403604
17119403701,6759,403701
17119403702,6271,403702
17119403801,5198,403801
17119403802,4431,403802
17119404000,2289,404000
17119404100,2833,404100
17121951600,3371,951600
17121951700,2478,951700
17121951800,2288,951800
17121951900,2817,951900
17121952000,4413,952000
17121952100,3175,952100
17121952200,3985,952200
17121952300,3454,952300
17121952400,3717,952400
17121952500,2538,952500
17121952600,2148,952600
17121952700,3345,952700
17123961100,2412,961100
17123961200,2426,961200
17123961300,2092,961300
17123961400,2766,961400
17123961500,2046,961500
17125956300,2695,956300
17125956400,1858,956400
17125956500,2990,956500
17125956600,1762,956600
